id_cliente,nombre_cliente,tipo_cliente,segmento_cliente,fecha_apertura,edad,region,ingreso_anual,puntuacion_credito,empleado_asignado,sucursal_principal,activo
6EE097F8,"Mata, Cherry and White",ONG,Plata,2023-01-26,0,Norte,115221.12,0,Jason Miller,Sucursal 20 - Este,False
FEE71E50,"Ward, Patel and Price",ONG,Bronce,2018-12-24,0,Centro,1859199.63,0,Kristin Elliott,Sucursal 9 - Centro,True
BBC7EC61,Jason Oconnor,Jubilado,Oro,2010-02-15,75,Este,4779257.56,0,Ashley Nielsen,Sucursal 20 - Este,False
BB53A20B,Caitlin Hernandez,Individual,Diamante,2010-05-10,39,Metropolitana,365714.24,532,Walter Price,Sucursal 13 - Centro,True
6532224D,Brittney Rivera,Individual,Institucional,2023-04-26,74,Oeste,185328.16,499,Michael Alvarez Jr.,Sucursal 3 - Este,False
F9001262,"Jimenez, Dunlap and Jones",PYME,Bronce,2015-10-18,0,Este,437225.64,714,Stephen George,Sucursal 3 - Este,True
621D0D48,Bailey Inc,ONG,Institucional,2014-04-03,0,Este,2275796.25,0,Scott Warner,Sucursal 17 - Norte,True
BB5235D0,Christina Hicks,Individual,Bronce,2014-01-08,71,Oeste,304082.57,678,Deborah Fitzgerald,Sucursal 13 - Centro,False
358DB8DC,Young LLC,ONG,Institucional,2013-03-03,0,Oeste,639208.67,0,Tasha Ferguson,Sucursal 8 - Oeste,False
A4083EB4,Andrew Estrada,Jubilado,Platino,2013-09-09,76,Norte,1717801.78,0,Lauren Haynes,Sucursal 6 - Oeste,True
512D3B6F,Brady and Sons,ONG,Plata,2023-06-27,0,Oeste,1628113.1,0,Sherry Ball,Sucursal 1 - Oeste,True
0F880095,"Wheeler, Phillips and Hill",Empresa,Institucional,2012-05-30,0,Este,4338733.44,0,Natalie White,Sucursal 7 - Norte,False
49531DB7,Mary Johnson,Estudiante,Platino,2010-07-15,28,Norte,3348947.12,0,Walter Price,Sucursal 12 - Sur,False
4C7C7ADC,Wilkinson-Foster,Gobierno,Platino,2013-05-21,0,Oeste,3867596.57,0,Jacob Ochoa,Sucursal 14 - Norte,True
F270E29B,Brandi Valdez,Estudiante,Diamante,2012-02-04,20,Centro,379305.36,0,William Brown,Sucursal 12 - Sur,False
6858050B,Mark Patel,VIP,Oro,2018-01-06,60,Sur,1061466.51,0,Brenda Richards,Sucursal 2 - Sur,True
1175F3B9,Jason Bradford,Estudiante,Nuevo,2017-11-03,52,Este,3138537.11,0,Jason Miller,Sucursal 2 - Sur,False
606CD93A,"King, Lane and James",Empresa,Platino,2015-04-23,0,Metropolitana,2919511.74,0,Connor Ellis,Sucursal 3 - Este,False
8F2A64E3,John Clark,Individual,Plata,2016-04-29,70,Metropolitana,233172.13,650,Jason Miller,Sucursal 3 - Este,True
2D855E9E,Mark Ali,Individual,Nuevo,2013-02-23,57,Internacional,232332.73,312,Ms. Hannah Dixon,Sucursal 17 - Norte,True
E7FBFA68,Hayes-Freeman,Empresa,Plata,2019-04-13,0,Sur,3519160.28,0,Mr. Michael Sutton III,Sucursal 10 - Norte,True
61629E5A,Carol Herrera,Estudiante,Diamante,2018-02-23,45,Internacional,445580.16,0,Jacob Ochoa,Sucursal 10 - Norte,False
1B8C24B3,Sally Conrad,Individual,Diamante,2014-03-16,78,Este,482161.95,311,Kelly Floyd,Sucursal 14 - Norte,False
447E6079,King-Johnson,Gobierno,Nuevo,2015-06-30,0,Norte,2568578.28,0,Tiffany Chavez,Sucursal 15 - Sur,True
2839EDFB,"Harrison, Marshall and Waters",Gobierno,Oro,2023-01-08,0,Metropolitana,2829110.8,0,Christopher Peterson,Sucursal 1 - Oeste,True
6B5F3391,Julia Greene,VIP,Corporativo,2011-11-29,31,Oeste,178600.16,0,Natalie White,Sucursal 6 - Oeste,False
666580E4,Brandi Kirby,VIP,Nuevo,2013-05-07,69,Este,286419.15,0,Jeremy Lane,Sucursal 15 - Sur,True
D2E99D6F,Jillian Clark,VIP,Oro,2013-01-05,60,Internacional,3655534.19,0,Courtney Davis,Sucursal 9 - Centro,True
F1D7F930,Eduardo Fleming,Individual,Bronce,2022-08-28,22,Sur,332355.0,624,Joseph Arnold,Sucursal 8 - Oeste,True
3FB22A5B,Robert Green,Individual,Diamante,2014-02-09,23,Internacional,69831.92,469,Scott Hines,Sucursal 8 - Oeste,True
9482C04F,Osborne Inc,PYME,Institucional,2023-07-26,0,Metropolitana,4848808.06,344,Anthony Andrews,Sucursal 2 - Sur,False
B268F7BD,Walter-Adams,ONG,Platino,2010-09-29,0,Sur,2878372.52,0,Joseph Arnold,Sucursal 16 - Centro,True
32C0323F,Lauren Williams,Individual,Plata,2014-04-04,62,Metropolitana,442528.41,588,Gregory Nash,Sucursal 9 - Centro,True
1F6D2493,Martinez Ltd,PYME,Diamante,2014-08-12,0,Centro,3358013.19,303,Lisa Bishop,Sucursal 1 - Oeste,False
F195D5AE,Stephanie Lamb,Jubilado,Oro,2010-11-22,51,Internacional,2474487.72,0,Kelly Floyd,Sucursal 7 - Norte,False
5B967266,Blackwell Group,Gobierno,Bronce,2010-05-17,0,Este,2794757.34,0,Brenda Richards,Sucursal 16 - Centro,True
7578D6E6,Alvarado-Davis,Empresa,Diamante,2015-04-21,0,Sur,2171022.77,0,Megan Thomas,Sucursal 4 - Norte,True
E576BBF6,Megan Lawson,Individual,Institucional,2018-08-06,65,Centro,414807.42,465,Ms. Hannah Dixon,Sucursal 18 - Oeste,True
232A5E0A,"Cox, Jones and Velez",ONG,Diamante,2023-02-26,0,Metropolitana,4164037.04,0,Anthony Andrews,Sucursal 8 - Oeste,False
852F584A,Christopher Smith,Individual,Corporativo,2021-02-08,67,Internacional,136975.71,644,Brenda Richards,Sucursal 7 - Norte,True
34EEFC2C,Rose Mitchell,Jubilado,Nuevo,2013-08-26,28,Centro,3981528.46,0,Gregory Nash,Sucursal 11 - Centro,True
13340685,Mark Graham,VIP,Corporativo,2019-05-10,56,Este,3116447.68,0,Gina Gill,Sucursal 7 - Norte,True
089A0E8D,"Lewis, Curry and Cherry",Empresa,Corporativo,2012-01-10,0,Norte,544541.85,0,William Brown,Sucursal 17 - Norte,False
F9E15BE3,"Carroll, Dawson and Sullivan",Empresa,Bronce,2015-04-09,0,Metropolitana,3489533.6,0,Deborah Fitzgerald,Sucursal 18 - Oeste,True
91C8FDD8,Crystal Tucker,Jubilado,Plata,2010-06-02,64,Este,2578092.47,0,Ms. Hannah Dixon,Sucursal 15 - Sur,False
FD29434F,Crystal Ward,Individual,Bronce,2011-08-11,73,Este,246357.12,571,Scott Warner,Sucursal 3 - Este,True
3E20869E,"Ingram, Monroe and Merritt",PYME,Corporativo,2019-12-06,0,Oeste,791801.41,714,Amanda Nguyen,Sucursal 15 - Sur,True
D63279C2,Diane Jones,Individual,Institucional,2014-09-13,49,Oeste,459990.67,619,Brenda Richards,Sucursal 15 - Sur,False
B6F0E17A,"Avila, Campbell and Hamilton",Gobierno,Bronce,2016-01-25,0,Oeste,1055184.99,0,Megan Thomas,Sucursal 14 - Norte,False
702A08E9,Fox and Sons,ONG,Plata,2010-11-01,0,Metropolitana,2554419.07,0,Courtney Davis,Sucursal 17 - Norte,False
6F394064,Graham-Walker,PYME,Plata,2018-07-27,0,Norte,4019711.49,831,Jason Miller,Sucursal 14 - Norte,False
CFE9C82A,"Rogers, Lee and Ford",Gobierno,Plata,2017-10-11,0,Norte,1961794.45,0,Megan Thomas,Sucursal 15 - Sur,False
8AFAFE12,Jonathan Moore,Estudiante,Nuevo,2022-06-09,69,Internacional,289065.55,0,Ashley Nielsen,Sucursal 19 - Norte,False
5DBE64AC,Stephen Murray,Individual,Plata,2018-06-01,45,Oeste,252771.76,649,Gregory Nash,Sucursal 1 - Oeste,True
4521490C,Justin Dodson,VIP,Nuevo,2010-05-09,61,Sur,4084921.83,0,Amanda Nguyen,Sucursal 10 - Norte,False
CE3C4AF0,Richard Richardson,Estudiante,Corporativo,2014-03-20,25,Sur,2279842.84,0,Peter Johnson,Sucursal 16 - Centro,True
FBDBEE01,Dalton Ltd,Empresa,Bronce,2015-04-25,0,Sur,4632427.53,0,Walter Price,Sucursal 9 - Centro,True
B73D494A,Jeffrey Hamilton,VIP,Plata,2013-12-08,19,Norte,4513899.68,0,Lisa Bishop,Sucursal 17 - Norte,False
CD3B5B48,Stacy Ferguson,Jubilado,Institucional,2014-01-13,74,Este,4503825.24,0,Kelly Floyd,Sucursal 12 - Sur,False
4A56B5B7,Gallagher-Ray,PYME,Institucional,2018-07-19,0,Sur,2014868.02,784,Gregory Nash,Sucursal 2 - Sur,False
6D157BA9,Rhonda Garcia,Individual,Oro,2020-03-19,19,Internacional,466642.88,308,Joseph Arnold,Sucursal 14 - Norte,True
A4DA5D89,Mark Taylor,Jubilado,Corporativo,2018-08-14,45,Centro,660653.87,0,Kristin Elliott,Sucursal 20 - Este,False
9B10E32E,Mathis-Owen,Gobierno,Plata,2021-09-08,0,Sur,1680192.25,0,Robin Oneill,Sucursal 10 - Norte,True
0DF88224,David and Sons,PYME,Diamante,2015-02-12,0,Norte,3531914.3,590,Gregory Nash,Sucursal 3 - Este,True
9912F80C,Beth Payne,Jubilado,Oro,2013-10-22,21,Internacional,3284554.0,0,Jared Herman,Sucursal 16 - Centro,True
C29C3D02,Melissa Stout,Jubilado,Oro,2012-08-02,80,Metropolitana,2720717.77,0,Jason Jones,Sucursal 10 - Norte,True
A39A94E5,Jessica Davis,Estudiante,Nuevo,2018-04-05,20,Sur,4254038.15,0,Kelly Floyd,Sucursal 3 - Este,False
B9E348BA,Stephen Austin,Estudiante,Corporativo,2021-10-21,19,Metropolitana,4029853.74,0,John Simpson,Sucursal 10 - Norte,True
CAD94810,Christopher Rivera,Individual,Platino,2022-03-22,64,Centro,495468.32,507,Jacob Ochoa,Sucursal 2 - Sur,False
1D5A2A38,William Williams,VIP,Diamante,2010-02-26,73,Metropolitana,3644601.8,0,Robin Oneill,Sucursal 8 - Oeste,True
AA403C78,Erica Patterson,Estudiante,Oro,2018-04-27,52,Internacional,4247453.39,0,Peter Johnson,Sucursal 4 - Norte,True
18C3BD76,Marks-Rice,Empresa,Platino,2013-03-23,0,Internacional,3111303.8,0,Gina Gill,Sucursal 19 - Norte,False
C87DCE19,Diana Brown,Jubilado,Institucional,2016-02-17,41,Este,348800.66,0,Ms. Hannah Dixon,Sucursal 19 - Norte,False
172171E1,Alyssa Smith,Estudiante,Plata,2022-02-17,56,Oeste,4648015.27,0,Juan Hoover,Sucursal 4 - Norte,True
01EEC54D,Emily Johns,VIP,Nuevo,2017-10-04,74,Este,3183970.72,0,Peter Johnson,Sucursal 2 - Sur,False
385159FD,Jordan Davidson,VIP,Plata,2018-01-25,66,Internacional,1019134.08,0,Tasha Ferguson,Sucursal 8 - Oeste,False
D70318CF,Taylor LLC,PYME,Platino,2019-11-30,0,Norte,3387741.45,550,Lauren Haynes,Sucursal 6 - Oeste,False
08A5D165,Lauren Phillips,Estudiante,Institucional,2018-03-09,25,Metropolitana,2056472.61,0,Patricia Anderson,Sucursal 2 - Sur,True
793763D4,Patrick Fernandez,Estudiante,Oro,2023-09-29,46,Norte,4356578.6,0,Kelly Floyd,Sucursal 7 - Norte,False
535117DE,Dorothy Giles,VIP,Bronce,2010-06-07,19,Oeste,390417.26,0,Lisa Bishop,Sucursal 2 - Sur,True
C75C4C90,Williams PLC,PYME,Institucional,2016-07-04,0,Sur,2000467.96,615,Amber Turner,Sucursal 6 - Oeste,True
401DA744,Delacruz-Hayes,Gobierno,Platino,2012-06-06,0,Internacional,3058224.2,0,Joseph Arnold,Sucursal 9 - Centro,False
B62C8A5F,Nicholas Montoya,Estudiante,Diamante,2022-03-31,74,Norte,600540.38,0,Michael Alvarez Jr.,Sucursal 10 - Norte,False
5FF4B6AE,John Zhang,VIP,Plata,2019-03-02,65,Este,1856599.16,0,Sherry Ball,Sucursal 10 - Norte,True
67A4C560,Hart Group,Gobierno,Nuevo,2014-08-15,0,Metropolitana,4542621.14,0,John Simpson,Sucursal 13 - Centro,False
A984AFD2,"Lee, King and Stanley",Empresa,Platino,2018-12-28,0,Norte,2180681.43,0,Jacob Ochoa,Sucursal 6 - Oeste,True
4098613D,"Peterson, Ryan and Cohen",PYME,Bronce,2013-06-10,0,Este,1539771.99,641,Denise Brown,Sucursal 8 - Oeste,False
06A573E8,Jackson-Orozco,PYME,Bronce,2011-08-08,0,Metropolitana,3874788.63,775,Christopher Peterson,Sucursal 7 - Norte,True
CC4ED3F6,Michele Horn,Estudiante,Platino,2020-10-02,52,Centro,2047620.4,0,Jason Miller,Sucursal 14 - Norte,False
45C99FDB,"Klein, Thompson and Jenkins",ONG,Plata,2014-08-23,0,Este,3553010.66,0,Natalie White,Sucursal 1 - Oeste,True
768064DF,Daniel Chavez,Jubilado,Corporativo,2018-09-11,58,Internacional,3439943.24,0,Jason Miller,Sucursal 18 - Oeste,False
E528FEF0,Angela Moreno,Estudiante,Corporativo,2023-03-03,29,Oeste,714376.47,0,Peter Johnson,Sucursal 11 - Centro,False
2F12E526,Danny Cherry,Estudiante,Oro,2014-10-04,20,Metropolitana,2502086.03,0,Sherry Ball,Sucursal 7 - Norte,True
9FB23D7E,Taylor-Huff,Gobierno,Platino,2011-08-15,0,Este,4395807.7,0,Theresa Zavala,Sucursal 19 - Norte,False
4C45CB4C,Bell and Sons,Empresa,Bronce,2013-04-12,0,Este,4595107.93,0,William Brown,Sucursal 19 - Norte,True
098D6495,Fisher Inc,Empresa,Oro,2013-07-30,0,Metropolitana,4589749.99,0,Juan Hoover,Sucursal 17 - Norte,False
EE80390A,Anderson-Salinas,Empresa,Bronce,2012-01-30,0,Internacional,2875881.74,0,Timothy Robertson,Sucursal 3 - Este,False
F8A5B580,Brian Cook,Estudiante,Platino,2018-09-16,18,Oeste,1631976.36,0,Juan Hoover,Sucursal 20 - Este,True
3881D1CF,Amanda Lam,VIP,Bronce,2017-09-23,72,Norte,1957638.11,0,John Simpson,Sucursal 8 - Oeste,True
3BCD65B0,Amber Grant,Jubilado,Diamante,2017-02-11,20,Norte,2486574.51,0,Theresa Zavala,Sucursal 17 - Norte,False
5369FC74,Flynn PLC,Gobierno,Plata,2014-05-15,0,Metropolitana,3509638.95,0,Jared Herman,Sucursal 9 - Centro,True
71C87D24,Jade Hall,Estudiante,Platino,2011-10-13,67,Oeste,3377408.69,0,Courtney Davis,Sucursal 4 - Norte,True
4E31FDB0,Angela Martin,Estudiante,Platino,2014-09-09,43,Este,703460.3,0,Natalie White,Sucursal 20 - Este,True
4B74402E,Tyler Evans,Jubilado,Bronce,2013-01-09,33,Internacional,1349945.55,0,Larry Moore,Sucursal 1 - Oeste,False
331BABE8,Jones Ltd,Empresa,Diamante,2010-12-16,0,Este,1337596.04,0,Amber Turner,Sucursal 12 - Sur,True
B7082420,"Smith, Williams and Russell",Empresa,Plata,2023-04-25,0,Sur,4660484.2,0,Timothy Robertson,Sucursal 1 - Oeste,True
D2E0FD00,Michael Mills,Jubilado,Plata,2015-12-22,50,Metropolitana,2799731.54,0,Kristin Elliott,Sucursal 19 - Norte,False
FB0BD36B,Mindy Navarro,Jubilado,Oro,2022-11-20,70,Internacional,1459136.2,0,Scott Hines,Sucursal 5 - Oeste,True
403725A9,Erickson Group,PYME,Platino,2014-09-15,0,Norte,930512.59,660,John Simpson,Sucursal 2 - Sur,True
7EF48D22,Davis-Peters,Gobierno,Platino,2013-04-02,0,Este,3558112.61,0,Anthony Andrews,Sucursal 12 - Sur,False
FC0079B4,Long Ltd,Gobierno,Corporativo,2014-06-25,0,Sur,3759649.52,0,Mr. Michael Sutton III,Sucursal 18 - Oeste,False
65606A55,"Hampton, Powell and Martinez",Empresa,Platino,2017-09-28,0,Norte,3675741.04,0,William Brown,Sucursal 1 - Oeste,True
9460431E,Perez-Willis,Gobierno,Nuevo,2015-03-11,0,Metropolitana,236529.97,0,Lauren Haynes,Sucursal 3 - Este,False
C9C272B4,Hunt-Smith,Gobierno,Plata,2012-04-17,0,Internacional,2197174.99,0,Gregory Nash,Sucursal 3 - Este,False
5A70481E,Lori Coleman,Individual,Bronce,2018-11-12,44,Centro,369407.94,647,Ms. Hannah Dixon,Sucursal 14 - Norte,True
CEE92CBF,Christopher Wade,Estudiante,Bronce,2017-10-09,26,Centro,4766430.87,0,Deborah Fitzgerald,Sucursal 13 - Centro,True
BC312987,"Thomas, Harris and Pena",Empresa,Bronce,2021-11-30,0,Metropolitana,1280953.06,0,Jacob Ochoa,Sucursal 12 - Sur,False
1DC6B210,Mendez PLC,ONG,Institucional,2016-06-24,0,Norte,4542935.16,0,Tasha Ferguson,Sucursal 10 - Norte,True
3D304F16,Garcia-Rice,Empresa,Platino,2018-01-28,0,Norte,2901811.72,0,Scott Warner,Sucursal 13 - Centro,False
0A917BED,Paul Morris,Individual,Bronce,2010-04-30,79,Centro,246686.48,535,Kelly Floyd,Sucursal 17 - Norte,False
7860549A,Jerome Johnson,Jubilado,Nuevo,2019-02-20,36,Sur,2657494.25,0,Justin Skinner,Sucursal 4 - Norte,False
F1126D2F,Eduardo Carter,VIP,Corporativo,2010-07-27,50,Metropolitana,1945381.95,0,Christopher Peterson,Sucursal 17 - Norte,True
48FF1750,"Norman, Ward and Monroe",ONG,Platino,2017-04-03,0,Norte,2881639.29,0,Jacob Ochoa,Sucursal 8 - Oeste,True
56F2E3C2,"Mathews, Daniel and Sanchez",Gobierno,Diamante,2015-06-30,0,Norte,2355209.42,0,Jacob Ochoa,Sucursal 20 - Este,False
5DFE7839,"Woods, Wilson and Patterson",ONG,Corporativo,2014-05-25,0,Oeste,655799.47,0,Deborah Fitzgerald,Sucursal 18 - Oeste,False
09A310BA,Oneal Inc,Gobierno,Platino,2022-02-23,0,Metropolitana,1681073.27,0,Jacob Ochoa,Sucursal 20 - Este,False
2FA6B31C,"Bowen, Peters and Lawson",Empresa,Platino,2017-06-22,0,Internacional,2494159.72,0,Ms. Hannah Dixon,Sucursal 3 - Este,False
89F92C6E,Austin-Marquez,ONG,Institucional,2012-10-21,0,Metropolitana,2504377.73,0,Lauren Haynes,Sucursal 8 - Oeste,True
66472173,Eric Jones,Estudiante,Nuevo,2016-11-30,77,Oeste,1000131.63,0,Lisa Bishop,Sucursal 14 - Norte,True
9D6FE998,"Simpson, Boyd and Chan",PYME,Plata,2016-07-13,0,Norte,1192155.63,592,Scott Warner,Sucursal 13 - Centro,True
E270DBBF,Diana Gutierrez,Estudiante,Corporativo,2020-11-19,43,Centro,2083235.31,0,Jared Herman,Sucursal 12 - Sur,False
596C0EAC,Joseph Huerta,Jubilado,Institucional,2010-10-02,77,Centro,4369311.94,0,Joseph Arnold,Sucursal 14 - Norte,False
90586CE6,Cohen-Watts,Empresa,Institucional,2012-03-02,0,Metropolitana,4326809.18,0,Jared Herman,Sucursal 10 - Norte,False
35C7D2F8,Williams PLC,Gobierno,Nuevo,2017-01-04,0,Metropolitana,4667674.08,0,Ms. Hannah Dixon,Sucursal 4 - Norte,False
A1255038,"Lane, Cooper and Smith",PYME,Diamante,2010-03-23,0,Oeste,1422870.6,448,Robin Oneill,Sucursal 13 - Centro,True
341E53B2,Mark Reynolds,Estudiante,Diamante,2013-05-14,26,Norte,974213.76,0,Amanda Nguyen,Sucursal 13 - Centro,False
8347BDAB,Ricardo Brady,Estudiante,Nuevo,2022-12-27,55,Este,4814583.44,0,Lauren Haynes,Sucursal 15 - Sur,True
E3EF607D,Sara Esparza,Jubilado,Oro,2012-04-01,72,Este,1719954.02,0,Deborah Fitzgerald,Sucursal 1 - Oeste,True
CA855132,Karen Mcgrath,VIP,Oro,2019-12-30,46,Este,1653413.03,0,Lisa Bishop,Sucursal 14 - Norte,True
FDDF8265,"Rogers, Gibson and Miller",Empresa,Diamante,2016-10-25,0,Este,4792758.49,0,Scott Warner,Sucursal 15 - Sur,True
17E9798F,Odom PLC,ONG,Nuevo,2020-04-19,0,Este,206908.84,0,Anthony Andrews,Sucursal 9 - Centro,True
614AAAEB,"Frank, Long and Martin",Gobierno,Nuevo,2014-06-20,0,Sur,3144294.48,0,Juan Hoover,Sucursal 14 - Norte,False
AF44DEA2,George Flowers,Jubilado,Institucional,2018-09-03,31,Internacional,2100689.14,0,William Brown,Sucursal 17 - Norte,False
2B8DA230,Anthony Soto,Individual,Oro,2010-07-08,40,Este,493604.12,665,Stephen George,Sucursal 4 - Norte,False
8F19C57D,Sarah Munoz,VIP,Institucional,2011-01-21,42,Centro,1866428.12,0,Mr. Michael Sutton III,Sucursal 16 - Centro,True
352C6028,Pugh Group,Empresa,Diamante,2018-09-11,0,Este,3671756.24,0,Peter Johnson,Sucursal 1 - Oeste,False
AF377CC5,Walker-Spencer,Gobierno,Corporativo,2015-07-12,0,Norte,3620616.57,0,Amber Turner,Sucursal 20 - Este,False
58FAED34,Stein-Olsen,Gobierno,Plata,2017-02-13,0,Este,4739490.16,0,Connor Ellis,Sucursal 3 - Este,False
AAAEA65C,Jennifer Willis,VIP,Corporativo,2022-08-15,68,Internacional,2266951.63,0,Juan Hoover,Sucursal 3 - Este,True
84F1CE0B,Perez Group,PYME,Diamante,2016-01-03,0,Centro,2281255.1,768,Amber Turner,Sucursal 15 - Sur,True
634A6AA8,King-Bentley,Gobierno,Institucional,2011-03-12,0,Este,3798395.25,0,Ms. Hannah Dixon,Sucursal 13 - Centro,True
4F9D0C22,Jamie Medina,Individual,Bronce,2016-01-23,28,Metropolitana,485285.97,595,Timothy Robertson,Sucursal 2 - Sur,True
A532C445,Michaela Montoya,Estudiante,Bronce,2019-10-01,37,Centro,65863.86,0,Ernest Brown,Sucursal 7 - Norte,True
36DAE3FC,Joseph Olson,VIP,Corporativo,2017-06-10,65,Sur,1568698.25,0,Courtney Davis,Sucursal 13 - Centro,False
538326CB,"Allen, Cole and Howell",Gobierno,Oro,2020-05-15,0,Oeste,1731578.71,0,Justin Skinner,Sucursal 20 - Este,False
AC671C6E,Andrade and Sons,ONG,Diamante,2015-10-08,0,Oeste,456458.54,0,Jacob Ochoa,Sucursal 16 - Centro,False
A13E800E,Booker-Morris,ONG,Nuevo,2013-10-25,0,Sur,4221201.31,0,William Carpenter,Sucursal 17 - Norte,False
2106C95D,"Gomez, Estes and Wallace",ONG,Diamante,2021-03-26,0,Sur,3605319.32,0,Kristin Elliott,Sucursal 18 - Oeste,True
386CADA2,Vincent Logan,Estudiante,Corporativo,2019-06-14,53,Norte,4365599.25,0,Tiffany Chavez,Sucursal 20 - Este,False
FCD14C0C,Lopez Inc,Empresa,Diamante,2023-02-04,0,Centro,2445693.11,0,Jason Jones,Sucursal 20 - Este,False
B955F762,"Baker, Gross and Obrien",ONG,Oro,2021-03-29,0,Este,886481.25,0,Darlene Mueller,Sucursal 13 - Centro,False
D6DB973C,Michael Johnson,Individual,Nuevo,2011-06-06,61,Este,396101.68,780,Kristin Elliott,Sucursal 5 - Oeste,False
577B55B0,James Dawson,Individual,Bronce,2018-12-26,34,Oeste,313640.77,392,Denise Brown,Sucursal 13 - Centro,True
80A1507F,Roman-Baker,PYME,Oro,2013-03-12,0,Internacional,3563295.69,781,Jason Jones,Sucursal 10 - Norte,False
8079FF28,Dr. Rachel Smith MD,Jubilado,Plata,2021-01-28,30,Este,3193116.2,0,William Carpenter,Sucursal 10 - Norte,True
E971964C,Lori Pacheco,VIP,Diamante,2015-01-16,21,Este,1446293.28,0,Scott Warner,Sucursal 13 - Centro,True
54DB6CB3,Anderson-Murillo,PYME,Plata,2016-04-22,0,Internacional,1953836.39,516,Amber Turner,Sucursal 9 - Centro,True
03A729C6,Rogers Ltd,ONG,Institucional,2011-09-29,0,Oeste,3547408.48,0,David Wilson,Sucursal 16 - Centro,False
888779CD,Ferguson-Graham,Gobierno,Plata,2020-02-12,0,Este,1632994.8,0,Kristin Elliott,Sucursal 9 - Centro,True
408C3EAC,Jack Martinez,Estudiante,Bronce,2019-07-13,52,Centro,735611.59,0,Tasha Ferguson,Sucursal 4 - Norte,False
DA9B39EB,Tanya Smith,Estudiante,Nuevo,2014-04-13,36,Metropolitana,656297.61,0,Jason Jones,Sucursal 3 - Este,False
033D6850,"Goodwin, Young and Williams",Empresa,Nuevo,2021-12-18,0,Norte,3126858.7,0,William Brown,Sucursal 5 - Oeste,False
B72925D3,Rachel Montgomery,Jubilado,Plata,2019-04-10,40,Metropolitana,4987206.93,0,Jason Jones,Sucursal 18 - Oeste,False
DB0F86CE,Martinez-Brown,PYME,Oro,2020-06-03,0,Este,1893079.33,395,Tasha Ferguson,Sucursal 11 - Centro,False
1C6691B7,Richard Stevens,VIP,Oro,2019-01-23,25,Metropolitana,3277295.29,0,Christopher Peterson,Sucursal 12 - Sur,True
F0CCA2F0,Carmen Sparks,Jubilado,Diamante,2020-01-14,34,Sur,571245.08,0,Gregory Nash,Sucursal 20 - Este,False
017A9850,Mrs. Deborah Macias,Individual,Institucional,2020-08-30,68,Metropolitana,191468.81,413,Tasha Ferguson,Sucursal 6 - Oeste,True
DCBBAEF4,Mr. David Obrien,Estudiante,Diamante,2011-09-28,39,Sur,2031429.17,0,Darlene Mueller,Sucursal 9 - Centro,False
55A9EFAF,Casey Sullivan,VIP,Nuevo,2021-02-09,66,Este,3428758.94,0,Darlene Mueller,Sucursal 16 - Centro,True
6D226667,Juarez-Spencer,Gobierno,Platino,2017-02-04,0,Centro,1754052.44,0,Peter Johnson,Sucursal 11 - Centro,False
5C95BDB4,Martin Inc,Empresa,Corporativo,2013-08-11,0,Internacional,3359338.54,0,Ashley Nielsen,Sucursal 12 - Sur,False
4769735D,Nicholas Mills,VIP,Diamante,2022-05-28,61,Sur,77465.4,0,Jason Jones,Sucursal 19 - Norte,False
8ECD9C58,Murphy LLC,ONG,Oro,2023-04-01,0,Internacional,1435329.78,0,John Simpson,Sucursal 17 - Norte,True
01C7E0FD,John Oliver,Jubilado,Corporativo,2017-11-15,68,Metropolitana,1588631.42,0,Ernest Brown,Sucursal 4 - Norte,False
2B702255,Timothy Avila,Estudiante,Diamante,2020-03-11,54,Este,3081165.08,0,Gina Gill,Sucursal 7 - Norte,False
9C92AB89,Martin Hall,VIP,Bronce,2021-01-05,66,Este,4273044.01,0,Kelly Floyd,Sucursal 19 - Norte,False
2B05D082,Branch PLC,ONG,Nuevo,2022-09-19,0,Metropolitana,1187615.64,0,William Brown,Sucursal 18 - Oeste,True
73BF212D,Watson-Pierce,ONG,Diamante,2020-10-11,0,Sur,2746377.1,0,John Simpson,Sucursal 10 - Norte,False
8AC09059,Riley-Fry,PYME,Diamante,2013-05-17,0,Este,1703388.75,594,Amber Turner,Sucursal 2 - Sur,False
D178A54F,James Stone,Estudiante,Institucional,2019-03-17,34,Sur,728281.46,0,Jeremy Lane,Sucursal 12 - Sur,True
F1784F78,Christopher Robinson,Jubilado,Platino,2012-10-03,27,Sur,4069624.77,0,Darlene Mueller,Sucursal 9 - Centro,False
1029CB34,"Long, Williams and Walker",PYME,Nuevo,2023-03-30,0,Este,63177.54,481,Gina Gill,Sucursal 18 - Oeste,True
75EDD1F9,"Mitchell, Jimenez and Newman",PYME,Corporativo,2020-11-08,0,Este,1905905.8,331,Walter Price,Sucursal 9 - Centro,True
95C4BAB6,"Gilmore, Mcmahon and Jones",PYME,Oro,2010-10-22,0,Norte,2667852.56,630,William Carpenter,Sucursal 8 - Oeste,True
9326987E,John Williams,VIP,Platino,2019-04-12,35,Sur,1017749.96,0,Larry Moore,Sucursal 18 - Oeste,False
F03A66D0,Richard Reynolds,Jubilado,Platino,2010-09-02,41,Sur,1939104.22,0,Natalie White,Sucursal 13 - Centro,False
9D892BC8,Bennett-King,Empresa,Diamante,2015-07-04,0,Este,154747.52,0,Tasha Ferguson,Sucursal 13 - Centro,False
